benchmarks/rozier/formulas/n3/P0.95/L20/P0.95N3L20_7.negated,0.01,0.003,0.013,sat
benchmarks/rozier/formulas/n3/P0.95/L20/P0.95N3L20_2,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L20/P0.95N3L20_1,0.003,0.005,0.008,sat
benchmarks/rozier/formulas/n3/P0.95/L20/P0.95N3L20_3.negated,0.016,0.004,0.02,sat
benchmarks/rozier/formulas/n3/P0.95/L20/P0.95N3L20_10,0,unknow,60,Killed
benchmarks/rozier/formulas/n3/P0.95/L20/P0.95N3L20_8.negated,0.003,0.004,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L20/P0.95N3L20_8,0,unknow,60,Killed
benchmarks/rozier/formulas/n3/P0.95/L20/P0.95N3L20_5,0,unknow,60,Killed
benchmarks/rozier/formulas/n3/P0.95/L20/P0.95N3L20_9.negated,0.003,0.004,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L20/P0.95N3L20_3,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L20/P0.95N3L20_10.negated,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_7.negated,0.001,0.003,0.004,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_6,0.003,0.004,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_8,0.008,0.007,0.015,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_5.negated,0.007,0.005,0.012,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_8.negated,0.008,0.004,0.012,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_10,0.002,0.006,0.008,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_3,0.007,0.005,0.012,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_3.negated,0.006,0.005,0.011,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_9.negated,0.006,0.005,0.011,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_10.negated,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_9,0.006,0.004,0.01,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_1.negated,0.004,0.004,0.008,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_2.negated,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_4.negated,0.002,0.006,0.008,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_2,0.003,0.005,0.008,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_6.negated,0.002,0.005,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_1,0.002,0.008,0.01,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_5,0.006,0.005,0.011,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_7,0.006,0.012,0.018,sat
benchmarks/rozier/formulas/n3/P0.95/L100/P0.95N3L100_4,0.003,0.005,0.008,sat
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_2.negated,0.027,0.003,0.03,sat
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_10,0.001,0.005,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_5,0,unknow,60,Killed
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_2,0.002,0.006,0.008,sat
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_9,0,unknow,60,Killed
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_8,0,unknow,60,Killed
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_1,0,unknow,60,Killed
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_3,0,unknow,60,Killed
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_7.negated,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_4.negated,0.009,0.005,0.014,sat
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_1.negated,0.016,0.004,0.02,sat
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_7,0,unknow,60,Killed
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_6,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_5.negated,0.01,0.004,0.014,sat
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_8.negated,0,unknow,60,Killed
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_10.negated,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_9.negated,0.002,0.005,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_3.negated,0.002,0.005,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_4,0.018,0.004,0.022,sat
benchmarks/rozier/formulas/n3/P0.95/L70/P0.95N3L70_6.negated,0.012,0.004,0.016,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_7.negated,0.006,0.004,0.01,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_1.negated,0.003,0.004,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_9.negated,0.01,0.004,0.014,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_10.negated,0.011,0.005,0.016,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_3.negated,0.003,0.005,0.008,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_7,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_10,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_2.negated,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_1,0.006,0.005,0.011,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_9,0.007,0.005,0.012,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_8.negated,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_4.negated,0.007,0.005,0.012,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_5.negated,0.004,0.004,0.008,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_4,0.021,0.005,0.026,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_2,0.004,0.024,0.028,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_5,0.002,0.005,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_6,0.002,0.005,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_8,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_6.negated,0.002,0.005,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L90/P0.95N3L90_3,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_10,0.004,0.004,0.008,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_2.negated,0.009,0.005,0.014,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_5.negated,0.003,0.003,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_4,0,unknow,60,Killed
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_5,0.001,0.005,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_1,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_7,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_8.negated,0.006,0.003,0.009,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_2,0.001,0.004,0.005,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_9.negated,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_4.negated,0.003,0.004,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_6.negated,0.002,0.006,0.008,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_9,0.007,0.004,0.011,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_3,0.004,0.004,0.008,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_8,0.002,0.005,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_10.negated,0,unknow,60,Killed
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_6,0,unknow,60,Killed
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_3.negated,0.003,0.004,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_1.negated,0.003,0.004,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L50/P0.95N3L50_7.negated,0,unknow,60,Killed
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_5,0.003,0.01,0.013,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_5.negated,0.007,0.003,0.01,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_8,0.003,0.004,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_1,0.018,0.006,0.024,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_6,0.014,0.004,0.018,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_3,0.003,0.004,0.007,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_7.negated,0.009,0.004,0.013,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_10,0.002,0.006,0.008,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_10.negated,0.005,0.003,0.008,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_9.negated,0.006,0.003,0.009,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_1.negated,0.001,0.003,0.004,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_4,0.002,0.006,0.008,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_4.negated,0.019,0.003,0.022,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_2.negated,0.002,0.003,0.005,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_8.negated,0.001,0.005,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_7,0.01,0.004,0.014,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_9,0.01,0.005,0.015,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_3.negated,0.001,0.005,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_2,0.007,0.005,0.012,sat
benchmarks/rozier/formulas/n3/P0.95/L80/P0.95N3L80_6.negated,0.001,0.005,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L30/P0.95N3L30_3.negated,0.006,0.004,0.01,sat
benchmarks/rozier/formulas/n3/P0.95/L30/P0.95N3L30_7.negated,0.003,0.003,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L30/P0.95N3L30_10.negated,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L30/P0.95N3L30_9.negated,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L30/P0.95N3L30_1.negated,0.002,0.004,0.006,sat
benchmarks/rozier/formulas/n3/P0.95/L30/P0.95N3L30_9,0.019,0.004,0.023,sat
benchmarks/rozier/formulas/n3/P0.95/L30/P0.95N3L30_4,0.016,0.003,0.019,sat
