dir;test;clauses;aaltafuc_unsat_core_cardinality;aaltafuc_timing;aaltafuc_terminated_OK;trppp_unsat_core_cardinality;trppp_timing;trppp_terminated_OK;ltlfuc_sat_unsat_core_cardinality;ltlfuc_sat_timing;ltlfuc_sat_terminated_OK;ltlfuc_bdd_unsat_core_cardinality;ltlfuc_bdd_timing;ltlfuc_bdd_terminated_OK;v_best_unsat_core_cardinality;v_best_timing;v_best_terminated_OK
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/rozier/formulas/n4/P0.7/L50;P0.7N4L50_9;1;2;0.00058;True;3;5000;False;-1;5.63;False;1;0.04;True;1;0.00058;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/70;N30;95;7;0.048354;True;5;2.472;True;-1;27.45;False;-1;10000;False;5;0.048354;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/90;N43;123;7;0.031601;True;5;578.159;True;-1;77.54;False;-1;10000;False;5;0.031601;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/forobots;forobotsr1f0_Gn_s1;6;2;0.006031;True;-1;10000;False;-1;10000;False;-1;10000;False;2;0.006031;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b_l;lift_b_l_8;28;12;0.023399;True;-1;10000;False;-1;10000;False;-1;10000;False;12;0.023399;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b_f;lift_b_f_14;27;24;0.178951;True;-1;10000;False;-1;10000;False;-1;10000;False;24;0.178951;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/50;N40;135;7;0.027096;True;7;3.569;True;-1;59.6;False;-1;10000;False;7;0.027096;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/90;N6;116;11;0.021004;True;6;5.706;True;-1;38.52;False;-1;10000;False;6;0.021004;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/40;N48;124;11;0.048939;True;5;2.191;True;-1;50.12;False;-1;10000;False;5;0.048939;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/10;N5;130;7;0.019027;True;2;3.816;True;-1;35.18;False;-1;10000;False;2;0.019027;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/schuppan/phltl;phltl_20_19;41;2;0.090356;True;-1;10000;False;-1;10000;False;-1;10000;False;2;0.090356;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N13;104;8;0.019975;True;2;1.429;True;-1;35.24;False;-1;10000;False;2;0.019975;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/10;N45;132;6;0.019442;True;3;4.366;True;-1;36.71;False;-1;10000;False;3;0.019442;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/70;N4;132;4;0.034452;True;-1;10000;False;-1;72.68;False;-1;10000;False;4;0.034452;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/60;N5;75;8;0.016335;True;4;0.813;True;-1;27.83;False;-1;10000;False;4;0.016335;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/60;N25;83;9;0.045264;True;7;14.69;True;-1;36.88;False;-1;10000;False;7;0.045264;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/10;N37;130;7;0.017589;True;3;2.504;True;-1;31.83;False;-1;10000;False;3;0.017589;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/30;N5;44;2;0.007192;True;-1;10000;False;-1;20.47;False;-1;10000;False;2;0.007192;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/genbuf/genbuf_cl;spec_cl_3;84;21;0.092677;True;-1;10000;False;-1;10000;False;-1;10000;False;21;0.092677;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N24;110;14;0.028749;True;5;2.033;True;-1;35.69;False;-1;10000;False;5;0.028749;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/schuppan/phltl;phltl_40_39;81;2;2.012413;True;-1;10000;False;-1;10000;False;-1;10000;False;2;2.012413;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/100;N21;133;8;0.029745;True;6;141.941;True;-1;41.95;False;-1;10000;False;6;0.029745;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/20;N37;129;13;0.029525;True;6;3.584;True;-1;46.26;False;-1;10000;False;6;0.029525;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/30;N37;138;6;0.025727;True;4;2.982;True;-1;52.84;False;-1;10000;False;4;0.025727;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/40;N9;58;6;0.011717;True;5;0.309;True;-1;19.95;False;4;42.78;True;4;0.011717;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/rozier/counter/counterLinear;counterLinear2;6;5;0.004239;True;4;0.274;True;6;0.2;True;3;0.01;True;3;0.004239;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/genbuf/genbuf;spec13.negated;1;1;0.081921;True;-1;10000;False;-1;10000;False;-1;10000;False;1;0.081921;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/50;N43;137;2;0.040915;True;7;22.297;True;-1;64.97;False;-1;10000;False;2;0.040915;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/rozier/formulas/n2/P0.3/L60;P0.333333333333333N2L60_4;1;2;0.000617;True;3;5000;False;-1;4.36;False;1;0.01;True;1;0.000617;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/genbuf/genbuf_c;spec_c_16;330;10;0.19756;True;-1;10000;False;-1;10000;False;-1;10000;False;10;0.19756;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/70;N12;128;6;0.10455;True;-1;10000;False;-1;65.72;False;-1;10000;False;6;0.10455;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/20;N47;22;2;0.003308;True;3;0.036;True;-1;10.2;False;2;0.35;True;2;0.003308;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N34;100;11;0.026226;True;5;1.298;True;-1;31.27;False;-1;10000;False;5;0.026226;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/10;N13;127;7;0.018636;True;3;4.335;True;-1;38.75;False;-1;10000;False;3;0.018636;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/80;N12;120;7;0.069732;True;-1;10000;False;-1;62.6;False;-1;10000;False;7;0.069732;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/20;N29;22;2;0.004354;True;2;0.169;True;-1;11.49;False;2;0.78;True;2;0.004354;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/10;N24;121;7;0.017087;True;4;2.754;True;-1;35.02;False;-1;10000;False;4;0.017087;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/40;N2;133;7;0.04401;True;-1;10000;False;-1;69.93;False;-1;10000;False;7;0.04401;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N43;109;11;0.019454;True;4;2.629;True;-1;35.75;False;-1;10000;False;4;0.019454;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/50;N12;67;11;0.024491;True;-1;10000;False;-1;27.01;False;-1;10000;False;11;0.024491;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/100;N22;122;5;0.018231;True;3;1.847;True;-1;45.55;False;-1;10000;False;3;0.018231;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/50;N37;126;6;0.027946;True;5;2.314;True;-1;53.79;False;-1;10000;False;5;0.027946;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/amba/amba_c;spec_c_11;231;29;0.141025;True;-1;10000;False;-1;10000;False;-1;10000;False;29;0.141025;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/genbuf/genbuf;spec2.negated;1;1;0.010559;True;-1;10000;False;-1;10000;False;-1;10000;False;1;0.010559;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/genbuf/genbuf;spec11.negated;1;1;0.059554;True;-1;10000;False;-1;10000;False;-1;10000;False;1;0.059554;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/40;N14;49;6;0.011404;True;3;1.41;True;-1;22.39;False;-1;10000;False;3;0.011404;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/90;N10;122;5;0.024673;True;3;1.949;True;-1;58.73;False;-1;10000;False;3;0.024673;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/70;N4;99;7;0.023006;True;5;1.991;True;-1;34.59;False;-1;10000;False;5;0.023006;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_f;lift_f_14;25;22;2.538195;True;-1;10000;False;-1;10000;False;-1;10000;False;22;2.538195;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/100;N14;137;2;0.043192;True;2;5.213;True;-1;83.44;False;-1;10000;False;2;0.043192;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/80;N44;127;6;0.047709;True;2;82.937;True;-1;10000;False;-1;10000;False;2;0.047709;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/forobots;forobotsr1f0_FGn_l;6;2;0.007218;True;-1;10000;False;-1;6.99;False;3;0.94;True;2;0.007218;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/schuppan/O2formula;O2formula4;4;4;0.003907;True;4;0.044;True;-1;174.66;False;4;0.01;True;4;0.003907;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/forobots;forobotsr1f0_GF_h1;6;2;0.006839;True;-1;10000;False;-1;10000;False;-1;10000;False;2;0.006839;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b_l;lift_b_l_9;31;14;0.022559;True;-1;10000;False;-1;10000;False;-1;10000;False;14;0.022559;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/80;N18;124;2;0.03067;True;-1;10000;False;-1;10000;False;-1;10000;False;2;0.03067;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/40;N3;138;10;0.030024;True;5;3.263;True;-1;10000;False;-1;10000;False;5;0.030024;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/10;N25;131;7;0.019791;True;2;3.399;True;-1;38.42;False;-1;10000;False;2;0.019791;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/90;N17;122;8;0.018414;True;5;2.298;True;-1;39.49;False;-1;10000;False;5;0.018414;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/forobots;forobotsr1f0_GF_g;6;2;0.009623;True;-1;10000;False;-1;10000;False;-1;10000;False;2;0.009623;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/70;N3;96;9;0.014624;True;8;6.42;True;-1;32.59;False;-1;10000;False;8;0.014624;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/rozier/formulas/n2/P0.5/L20;P0.5N2L20_2.negated;1;2;0.000431;True;2;5000;False;1;0.0;True;1;0.0;True;1;0.0;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/amba/amba_cl;spec_cl_12;260;30;0.3091;True;-1;10000;False;-1;10000;False;-1;10000;False;30;0.3091;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/40;N13;50;12;0.029205;True;-1;10000;False;-1;24.33;False;-1;10000;False;12;0.029205;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/90;N46;126;10;0.020668;True;2;3.471;True;-1;47.97;False;-1;10000;False;2;0.020668;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/90;N46;132;2;0.033194;True;4;5.581;True;-1;88.61;False;-1;10000;False;2;0.033194;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/80;N13;137;7;0.066766;True;2;2.716;True;-1;69.36;False;-1;10000;False;2;0.066766;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/30;N43;128;7;0.022728;True;4;2.336;True;-1;50.22;False;-1;10000;False;4;0.022728;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/90;N34;140;2;0.031258;True;3;197.144;True;-1;74.33;False;-1;10000;False;2;0.031258;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b_l;lift_b_l_6;24;6;0.012713;True;-1;10000;False;-1;10000;False;-1;10000;False;6;0.012713;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/60;N33;78;12;0.021272;True;5;1.213;True;-1;28.51;False;-1;10000;False;5;0.021272;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/10;N14;126;8;0.016251;True;4;3.773;True;-1;33.56;False;-1;10000;False;4;0.016251;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b_f_l;lift_b_f_l_4;19;15;0.073473;True;-1;10000;False;-1;10000;False;-1;10000;False;15;0.073473;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/100;N35;128;4;0.028878;True;5;3.313;True;-1;71.26;False;-1;10000;False;4;0.028878;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/10;N9;142;9;0.020875;True;4;4.036;True;-1;34.45;False;-1;10000;False;4;0.020875;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/rozier/counter/counterCarryLinear;counterCarryLinear3;8;8;0.132694;True;2;0.427;True;-1;3.51;False;3;0.04;True;2;0.04;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/schuppan/O1formula;O1formula40;42;2;0.004192;True;2;0.069;True;2;0.01;True;2;0.39;True;2;0.004192;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_l;lift_l_14;39;8;0.029639;True;-1;10000;False;-1;10000;False;-1;10000;False;8;0.029639;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/genbuf/genbuf_c;spec_c_2;68;10;0.024704;True;-1;10000;False;-1;10000;False;-1;10000;False;10;0.024704;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/40;N20;53;3;0.006573;True;2;0.245;True;-1;19.02;False;-1;10000;False;2;0.006573;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/90;N25;117;4;0.019268;True;2;1.897;True;-1;37.45;False;-1;10000;False;2;0.019268;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/10;N35;129;7;0.018369;True;3;3.044;True;-1;38.42;False;-1;10000;False;3;0.018369;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/70;N2;102;6;0.021024;True;4;1.671;True;-1;36.47;False;-1;10000;False;4;0.021024;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/90;N27;113;7;0.030086;True;-1;10000;False;-1;38.7;False;-1;10000;False;7;0.030086;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/30;N21;38;2;0.00707;True;2;0.508;True;-1;19.05;False;3;26.4;True;2;0.00707;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/100;N9;130;2;0.036162;True;-1;10000;False;-1;66.31;False;-1;10000;False;2;0.036162;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/20;N29;132;9;0.018487;True;8;23.852;True;-1;40.5;False;-1;10000;False;8;0.018487;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/60;N6;129;6;0.086361;True;6;2.705;True;-1;60.95;False;-1;10000;False;6;0.086361;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/80;N33;138;19;0.271472;True;-1;10000;False;-1;81.87;False;-1;10000;False;19;0.271472;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/30;N42;139;2;0.039242;True;-1;10000;False;-1;52.9;False;-1;10000;False;2;0.039242;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/90;N49;122;10;0.018351;True;3;2.355;True;-1;44.06;False;-1;10000;False;3;0.018351;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/100;N31;140;9;0.022905;True;6;6.45;True;-1;46.9;False;-1;10000;False;6;0.022905;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N32;98;7;0.012785;True;3;1.138;True;-1;32.76;False;-1;10000;False;3;0.012785;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/10;N28;122;7;0.016149;True;4;2.094;True;-1;30.89;False;-1;10000;False;4;0.016149;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/schuppan/O2formula;O2formula6;6;6;0.010599;True;6;1.109;True;-1;6.0;False;6;0.04;True;6;0.010599;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N30;108;8;0.024;True;6;4.691;True;-1;37.1;False;-1;10000;False;6;0.024;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/genbuf/genbuf_cl;spec_cl_19;431;11;0.385668;True;-1;10000;False;-1;10000;False;-1;10000;False;11;0.385668;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/30;N7;39;8;0.01251;True;4;0.145;True;-1;13.51;False;6;33.24;True;4;0.01251;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/100;N4;131;5;0.041102;True;2;398.285;True;-1;70.78;False;-1;10000;False;2;0.041102;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/80;N25;130;2;0.03901;True;-1;10000;False;-1;65.11;False;-1;10000;False;2;0.03901;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/genbuf/genbuf_cl;spec_cl_13;271;13;0.171801;True;-1;10000;False;-1;10000;False;-1;10000;False;13;0.171801;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/40;N19;126;17;0.090311;True;6;13.064;True;-1;58.87;False;-1;10000;False;6;0.090311;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/30;N2;125;7;0.023059;True;4;2.276;True;-1;45.62;False;-1;10000;False;4;0.023059;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/80;N31;129;8;0.040863;True;-1;10000;False;-1;10000;False;-1;10000;False;8;0.040863;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/50;N11;65;5;0.010203;True;4;0.503;True;-1;24.79;False;-1;10000;False;4;0.010203;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/60;N9;77;4;0.014424;True;3;0.565;True;-1;26.32;False;-1;10000;False;3;0.014424;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/rozier/counter/counterCarryLinear;counterCarryLinear4;8;8;3.772273;True;2;1.67;True;-1;3.84;False;3;0.06;True;2;0.06;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b;lift_b_9;22;7;0.015916;True;-1;10000;False;-1;10000;False;-1;10000;False;7;0.015916;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/forobots;forobotsr1f0_FGn_mf;6;2;0.009439;True;-1;10000;False;-1;7.07;False;3;1.59;True;2;0.009439;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N9;108;5;0.017342;True;4;1.503;True;-1;34.55;False;-1;10000;False;4;0.017342;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/schuppan/O2formula;O2formula3;3;3;0.001372;True;3;0.015;True;3;34.2;True;3;0.0;True;3;0.0;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/90;N50;116;12;0.016688;True;4;1.903;True;-1;41.44;False;-1;10000;False;4;0.016688;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/20;N4;147;7;0.024673;True;5;4.141;True;-1;46.09;False;-1;10000;False;5;0.024673;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/20;N32;134;8;0.021552;True;5;2.92;True;-1;42.3;False;-1;10000;False;5;0.021552;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/80;N10;129;4;0.055471;True;-1;10000;False;-1;65.63;False;-1;10000;False;4;0.055471;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/80;N40;127;5;0.088328;True;-1;10000;False;-1;10000;False;-1;10000;False;5;0.088328;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/70;N23;95;10;0.163618;True;-1;10000;False;-1;33.47;False;-1;10000;False;10;0.163618;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N48;98;8;0.01441;True;4;2.734;True;-1;36.37;False;-1;10000;False;4;0.01441;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/90;N20;139;3;0.051362;True;2;30.46;True;-1;74.4;False;-1;10000;False;2;0.051362;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/50;N17;66;6;0.014659;True;6;0.516;True;-1;22.97;False;-1;10000;False;6;0.014659;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/40;N29;123;15;0.05905;True;-1;10000;False;-1;53.04;False;-1;10000;False;15;0.05905;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/20;N40;129;9;0.018997;True;6;5.204;True;-1;49.4;False;-1;10000;False;6;0.018997;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/70;N18;144;18;0.560237;True;-1;10000;False;-1;76.04;False;-1;10000;False;18;0.560237;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/rozier/formulas/n2/P0.3/L10;P0.333333333333333N2L10_6;4;2;0.000603;True;2;0.002;True;2;0.0;True;2;0.0;True;2;0.0;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/10;N42;135;6;0.019184;True;4;4.984;True;-1;34.33;False;-1;10000;False;4;0.019184;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/anzu/genbuf/genbuf_c;spec_c_4;94;19;0.077943;True;-1;10000;False;-1;10000;False;-1;10000;False;19;0.077943;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/80;N29;112;7;0.021917;True;4;1.997;True;-1;38.52;False;-1;10000;False;4;0.021917;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/70;N38;88;8;0.011983;True;3;0.932;True;-1;30.35;False;-1;10000;False;3;0.011983;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/100;N13;134;7;0.05149;True;-1;10000;False;-1;42.01;False;-1;10000;False;7;0.05149;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/60;N48;77;11;0.017389;True;-1;10000;False;-1;28.74;False;-1;10000;False;11;0.017389;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/70;N28;142;7;0.103058;True;-1;10000;False;-1;75.13;False;-1;10000;False;7;0.103058;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/C100/50;N39;127;14;0.064884;True;6;8.935;True;-1;57.8;False;-1;10000;False;6;0.064884;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/60;N28;90;8;0.019979;True;5;1.528;True;-1;32.9;False;-1;10000;False;5;0.019979;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_b;lift_b_17;31;8;0.040269;True;-1;10000;False;-1;10000;False;-1;10000;False;8;0.040269;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/alaska/lift/lift_f_l;lift_f_l_18;47;32;126.698653;True;-1;10000;False;-1;10000;False;-1;10000;False;32;126.698653;True
/AIJ-artifact/LTL-as-LTLf/benchmarks/benchmarks/forobots;forobotsr1f0_G_s1;6;2;0.007206;True;-1;10000;False;-1;10000;False;-1;10000;False;2;0.007206;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/100;N43;137;8;0.02673;True;8;366.662;True;-1;45.37;False;-1;10000;False;8;0.02673;True
/AIJ-artifact/LTLf-specific/benchmarks/benchmarks_ltlf/LTLfRandomConjunction/V20/30;N39;34;5;0.007772;True;3;0.112;True;-1;15.63;False;3;12.4;True;3;0.007772;True
