benchmarks/acacia/demo-v22/demo-v22_1,1,sat,1,
benchmarks/acacia/demo-v22/demo-v22_1.negated,1,sat,1,
benchmarks/acacia/demo-v22/demo-v22,1,sat,1,
benchmarks/acacia/demo-v22/demo-v22_2,0,sat,0,
benchmarks/acacia/demo-v22/demo-v22_2.negated,0,sat,0,
benchmarks/acacia/demo-v22/demo-v22_3,0,sat,0,
benchmarks/acacia/demo-v22/demo-v22_3.negated,0,sat,0,
benchmarks/acacia/demo-v22/demo-v22_4,0,sat,0,
benchmarks/acacia/demo-v22/demo-v22_4.negated,0,sat,0,
benchmarks/acacia/demo-v22/demo-v22_5,0,sat,0,
benchmarks/acacia/demo-v22/demo-v22_5.negated,1,sat,1,
benchmarks/acacia/demo-v22/demo-v22_6,0,sat,0,
benchmarks/acacia/demo-v22/demo-v22_6.negated,0,sat,0,
benchmarks/acacia/demo-v22/demo-v22_7,0,sat,0,
benchmarks/acacia/demo-v22/demo-v22_7.negated,0,sat,0,
benchmarks/acacia/demo-v22/demo-v22_8,0,sat,0,
benchmarks/acacia/demo-v22/demo-v22_8.negated,1,sat,1,
benchmarks/acacia/demo-v22/demo-v22_9,1,sat,1,
benchmarks/acacia/demo-v22/demo-v22_9.negated,0,sat,0,
benchmarks/acacia/demo-v22/demo-v22.negated,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_10,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_10.negated,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_11,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_11.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_1,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_12,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_12.negated,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_1.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_2,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_2.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_3,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_3.negated,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_4,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_4.negated,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_5,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_5.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_6,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_6.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_7,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_7.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_8,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_8.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_9,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3_c/demo-v3_c_9.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_10,1,unsat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_10.negated,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_1,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_11,0,unsat,0,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_11.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_12,0,unsat,0,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_12.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_1.negated,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_2,1,unsat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_2.negated,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_3,1,unsat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_3.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_4,1,unsat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_4.negated,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_5,1,unsat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_5.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_6,1,unsat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_6.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_7,1,unsat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_7.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_8,1,unsat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_8.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_9,0,unsat,0,
benchmarks/acacia/demo-v3/demo-v3_cl/demo-v3_cl_9.negated,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_10,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_10.negated,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_11,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_11.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_1,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_12,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_12.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_1.negated,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_2,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_2.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_3,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_3.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_4,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_4.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_5,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_5.negated,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_6,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_6.negated,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_7,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_7.negated,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_8,1,sat,1,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_8.negated,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_9,0,sat,0,
benchmarks/acacia/demo-v3/demo-v3/demo-v3_9.negated,1,sat,1,
benchmarks/acacia/example/demo-v10,1,sat,1,
benchmarks/acacia/example/demo-v10.negated,1,sat,1,
benchmarks/acacia/example/demo-v1,0,sat,0,
benchmarks/acacia/example/demo-v11,0,sat,0,
benchmarks/acacia/example/demo-v11.negated,1,sat,1,
benchmarks/acacia/example/demo-v12,1,sat,1,
benchmarks/acacia/example/demo-v12.negated,0,sat,0,
benchmarks/acacia/example/demo-v13,1,sat,1,
benchmarks/acacia/example/demo-v13.negated,0,sat,0,
benchmarks/acacia/example/demo-v14,1,sat,1,
benchmarks/acacia/example/demo-v14.negated,1,sat,1,
benchmarks/acacia/example/demo-v15,0,sat,0,
benchmarks/acacia/example/demo-v15.negated,1,sat,1,
benchmarks/acacia/example/demo-v16,1,sat,1,
benchmarks/acacia/example/demo-v16.negated,1,sat,1,
benchmarks/acacia/example/demo-v17,1,sat,1,
benchmarks/acacia/example/demo-v17.negated,0,sat,0,
benchmarks/acacia/example/demo-v18,0,sat,0,
benchmarks/acacia/example/demo-v18.negated,0,sat,0,
benchmarks/acacia/example/demo-v19,0,sat,0,
benchmarks/acacia/example/demo-v19.negated,0,sat,0,
benchmarks/acacia/example/demo-v1.negated,0,sat,0,
benchmarks/acacia/example/demo-v20,0,sat,0,
benchmarks/acacia/example/demo-v20.negated,60,Killed,60,
benchmarks/acacia/example/demo-v21,1,sat,1,
benchmarks/acacia/example/demo-v21.negated,1,sat,1,
benchmarks/acacia/example/demo-v2,1,sat,1,
benchmarks/acacia/example/demo-v23,1,sat,1,
benchmarks/acacia/example/demo-v23.negated,0,sat,0,
benchmarks/acacia/example/demo-v2.negated,0,sat,0,
benchmarks/acacia/example/demo-v3,0,sat,0,
benchmarks/acacia/example/demo-v3.negated,1,sat,1,
benchmarks/acacia/example/demo-v4,1,sat,1,
benchmarks/acacia/example/demo-v4.negated,0,sat,0,
benchmarks/acacia/example/demo-v5,0,sat,0,
benchmarks/acacia/example/demo-v5.negated,0,sat,0,
benchmarks/acacia/example/demo-v6,1,sat,1,
benchmarks/acacia/example/demo-v6.negated,1,sat,1,
benchmarks/acacia/example/demo-v7,1,sat,1,
benchmarks/acacia/example/demo-v7.negated,1,sat,1,
benchmarks/acacia/example/demo-v8,0,sat,0,
benchmarks/acacia/example/demo-v8.negated,1,sat,1,
benchmarks/acacia/example/demo-v9,0,sat,0,
benchmarks/acacia/example/demo-v9.negated,1,sat,1,
benchmarks/acacia/example/t1,1,sat,1,
benchmarks/acacia/example/t1.negated,1,sat,1,
benchmarks/acacia/example/t2,1,sat,1,
benchmarks/acacia/example/t2.negated,0,sat,0,
benchmarks/alaska/lift/lift_b_f/lift_b_f_10,0,unsat,0,
benchmarks/alaska/lift/lift_b_f/lift_b_f_10.negated,0,sat,0,
benchmarks/alaska/lift/lift_b_f/lift_b_f_11,0,unsat,0,
benchmarks/alaska/lift/lift_b_f/lift_b_f_11.negated,1,sat,1,
benchmarks/alaska/lift/lift_b_f/lift_b_f_12,0,unsat,0,
benchmarks/alaska/lift/lift_b_f/lift_b_f_12.negated,1,sat,1,
benchmarks/alaska/lift/lift_b_f/lift_b_f_13,1,unsat,1,
benchmarks/alaska/lift/lift_b_f/lift_b_f_13.negated,0,sat,0,
benchmarks/alaska/lift/lift_b_f/lift_b_f_14,1,unsat,1,
benchmarks/alaska/lift/lift_b_f/lift_b_f_14.negated,1,sat,1,
benchmarks/alaska/lift/lift_b_f/lift_b_f_15,1,unsat,1,
benchmarks/alaska/lift/lift_b_f/lift_b_f_15.negated,1,sat,1,
benchmarks/alaska/lift/lift_b_f/lift_b_f_16,1,unsat,1,
benchmarks/alaska/lift/lift_b_f/lift_b_f_16.negated,0,sat,0,
benchmarks/alaska/lift/lift_b_f/lift_b_f_17,1,unsat,1,
benchmarks/alaska/lift/lift_b_f/lift_b_f_17.negated,1,sat,1,
